id,title,description,fantasy,business_name,contact,phone,lat,lon,address,category,source,link,agreement,ODS
746,DESPENSAS,MICRO,AGRO VETERINARIA,AGRO VETERINARIA,MUJER,0331 241969,-23.40792,-57.43975,MAYOR LORENZO MEDINA Y DR. SANTOS CANILLA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
747,TRANSPORTADORAS,MICRO,LOPEZ COMERCIAL,LOPEZ COMERCIAL,HOMBRE,0331 242 912,-23.40779,-57.441,MAYOR LORENZO MEDINA Y DR. SANTOS CANILLA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
748,PESCADERIAS,MICRO,SOFIA,SOFIA,HOMBRE,971570299,-23.40862,-57.43808,MAYOR LORENZO MEDINA Y PROFESOR GUILLERMO CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
749,DESPENSAS,MICRO,SONIA ROJAS,SONIA ROJAS,ORGANIZACION,971925643,-23.40862,-57.43808,MAYOR LORENZO MEDINA Y PROFESOR GUILLERMO CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
750,PESCADERIAS,MICRO,BONITA NOVEDADES,BONITA NOVEDADES,MUJER,973679334,-23.40932,-57.43902,AVENIDA BERNARDINO CABALLERO N° 303,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
751,PESCADERIAS,MICRO,SAN NICOLAS,SAN NICOLAS,HOMBRE,0331 240 944,-23.40936,-57.43877,AVENIDA BERNARDINO CABALLERO Y PROFESOR GUILLERMO CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
752,BARES Y COPETINES,MICRO,SAN FRANCISCO,SAN FRANCISCO,HOMBRE,982661445,-23.4093,-57.43882,AVENIDA BERNARDINO CABALLERO Y PROFESOR GUILLERMO CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
753,PRENDAS - Ver. Ropas,MICRO,SAN RAFAEL,SAN RAFAEL,HOMBRE,0,-23.40952,-57.43883,AVENIDA BERNARDINO CABALLERO Y PROFESOR CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
754,PIZZERIAS,MICRO,CAMPESINITO,CAMPESINITO,HOMBRE,985863439,-23.40936,-57.43792,AVENIDA BERNARDINO CABALLERO Y PROFESOR CABRAL,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
755,ROPAS INFANTILES,MICRO,PELUQUERIA GABY CARILLO,PELUQUERIA GABY CARILLO,MUJER,975398899,-23.40988,-57.43553,DOCTOR MARCIAL ROY C/ TENIENTE UBALDO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
756,DESPENSAS,MICRO,MISTICA,MISTICA,MUJER,982390754,-23.39459,-57.44281,GUMERCINDO SOSA ESQ. 2 DE MAYO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
757,DESPENSAS,MICRO,RITA,RITA,MUJER,971843283,-23.3943,-57.44394,PROFESOR ANDRES MIASNICOFF,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
758,AUTOMOTORES - Compra-Ventas,MICRO,TYS,TYS,MUJER,0,-23.39436,-57.44607,JORGE SEBASTIAN MIRANDA CASI GUMERCINDO SOSA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
760,TELEFONIA - Servicios,MICRO,ESTACIÓN DE SERVICIOS SAN GREGORIO VARGAS MEDINA S.A,ESTACIÓN DE SERVICIOS SAN GREGORIO VARGAS MEDINA S.A,ORGANIZACION,331242041,-23.392881,-57.428984,AVDA. GUALBERTO CARDUS Y JULIA CUETO ESTIGARRIBIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
761,DESPENSAS,MICRO,RYN,RYN,MUJER,975831259,-23.393086,-57.429281,SAN LUIS,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
762,ABOGADOS,MICRO,ROCÍO,ROCÍO,MUJER,0,-23.394858,-57.429657,AQUIDABAN C/EMILIO SOSA GAONA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
763,ESTUDIOS JURIDICOS,MICRO,PLAZA CASTILLO,PLAZA CASTILLO,HOMBRE,983192047,-23.393578,-57.426353,AQUIDABAN C/ MUSICOS DEL CHACO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
764,HOTELES,MICRO,ELENITA,ELENITA,MUJER,331241480,-23.396503,-57.429957,MUSICOS DEL CHACO C/ TTE GONZALEZ,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
765,IMPRENTAS,MICRO,COPETÍN SAN LUIS,COPETÍN SAN LUIS,MUJER,973824674,-23.395843,-57.429657,SAN LUIS,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
766,PELUQUERIAS,MICRO,JOELITO,JOELITO,MUJER,0,-23.39476,-57.44517,JUANA F. DE ALONSO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
767,FERRETERIAS,MICRO,SAN LUIS,SAN LUIS,HOMBRE,971895533,-23.397192,-57.432382,INTENDENTE RODOLFO C/JOSÉ DOLORES,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
768,DESPENSAS,MICRO,AUTOSERVICE SYM,AUTOSERVICE SYM,MUJER,981689797,-23.39605,-57.430086,MANUEL IRALA C/ JULIA MIRANDA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
769,LIBRERIAS,MICRO,TIO LEPU,TIO LEPU,HOMBRE,971811187,-23.395715,-57.429399,INTENDENTE RODOLFO GONZALEZ / JULIA CUETO DE ESTIGARRIBIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
770,HERRERIAS DE OBRA,MICRO,LULUKA COMERCIAL,LULUKA COMERCIAL,HOMBRE,971598511,-23.39601,-57.429271,INTENDENTE RODOLFO C/ JULIA MIRANDA CUETO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
771,HERRERIAS ARTISTICAS,MICRO,GOMERIA DOS HERMANOS,GOMERIA DOS HERMANOS,HOMBRE,973198916,-23.41461,-57.43814,ALBERTO COLOMBINO Y HERNAN ALBERTINI,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
772,ESTUDIOS JURIDICOS,MICRO,TRES HERMANOS,TRES HERMANOS,MUJER,984535042,-23.408437,-57.43912,OBRERO ENTRE JUANA DE ALONSO,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
773,CORREO PRIVADO,MICRO,COMERCIAL SIN RIVAL,COMERCIAL SIN RIVAL,MUJER,975427027,-23.396069,-57.4297,SAN LUIS,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
774,FINANCIERAS,MICRO,COPETÍN ARAMÍ,COPETÍN ARAMÍ,MUJER,0,-23.39796,-57.429743,MADRINAS DE GUERRA C/QUEIROZ CANDIA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
775,PELUQUERIAS,MICRO,MILAGRO,MILAGRO,MUJER,972886930,-23.396975,-57.429829,MADRINAS DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
776,ESTACIONES DE SERVICIOS - Productos para,MICRO,SANTA ROSA,SANTA ROSA,MUJER,971791592,-23.397802,-57.429571,MADRINAS DE GUERRA,Productos y Servicios,Universidad Nacional de Concepción,www.unc.edu.py,"SI, Acepto","ODS 1: Fin de la pobreza, ODS 8: Trabajo decente y crecimiento económico"
