Título de la iniciativa,Descripción detallada,Ubicación aproximada (si aplica),Dirección o referencias,Categorías relacionadas,Sector,Foto / Volante,Video (opcional),(Oferente) Nombre de la organización o persona referente,(Oferente) Email,(Oferente) Teléfono,(Oferente) Web; Twitter; Grupo Whatsapp; Telegram; y otras redes,(Oferente) Información adicional de la organización o áreas en las que requiere apoyo,Fuente,Link a la fuente,Acuerdo de consentimiento,long,lat,grupo,pie,fuente
HPHPy-PtoHigiene- Comedor Oriental Chacarita Jaipotava,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6156,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6275667,-25.2807222,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Comedor Parroquia,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6157,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6253188,-25.2810062,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Comedor Punta Karapa,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6158,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6290986,-25.2814724,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Comisaría 5ta,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6159,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6258317,-25.2837267,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- USF 3 de Febrero,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6160,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6296377,-25.2806077,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Arroyense,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6161,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6228485,-25.2798881,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- USF San Felipe,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6162,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6171052,-25.2792121,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Comedor Pastoral,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6163,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6256656,-25.283154,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Policlínico Goretti,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6164,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.624314,-25.2803348,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Entrada Pelopincho,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6165,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6243812,-25.2835404,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Villa Tosca,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6166,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6257372,-25.2813627,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- San Felipe Placita,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6167,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6164877,-25.2799927,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Comedor San Felipe Zona Baja,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6168,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6177543,-25.2787498,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- 12 de junio zona de transito,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6169,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6145098,-25.2768504,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Centro Comunitario San Felipe,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6170,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.616358,-25.2798442,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Pasillo A Pelopincho,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6171,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6230614,-25.2821013,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Pasillo B Pelopincho,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6172,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.623233,-25.2815775,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
HPHPy-PtoHigiene- Escuela Alicia Elisa Linch,"Iniciativa realizada durante el mes de mayo de 2020 que logró instalar 35 lavamanos; entregar kits de higiene; promover la forma correcta de lavarse las manos y coordinar con los referentes comunitarios el mantenimiento de estos servicios. Campaña ""Acción inmediata - Salva vidas en asentamientos precarios"" impulsada por Hábitat para la Humanidad Paraguay. https://www.habitat.org.py/dona/covid-19-accion-inmediata/",,Barrio Chacarita - Asunción,Salud; Higiene; Autogestión comunitaria ;Grupo de apoyo / Voluntarios,Privado,https://scontent.fasu6-1.fna.fbcdn.net/v/t1.0-9/p960x960/95699347_3318876068141617_1757426374718521344_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeFiaye_N2qcGd74Tf_036Qu6fxEVKfe26np_ERUp97bqcxDw97TUkvkHZ7_8uKu2Ko&_nc_ohc=oAmOoW-QCPkAX8btFb5&_nc_ht=scontent.fasu6-1.fna&_nc_tp=6&oh=5be5263dcaa6d53daba94b5642f2c8fd&oe=5F2C6173,https://www.youtube.com/embed/AmKAg60ojnw,Habitat para la Humanidad Paraguay,habipar@habitat.org.py,https://wa.me/595983307075,https://www.facebook.com/habitatpy/,Nuestra misión: Hábitat para la Humanidad convoca a la gente para construir viviendas; comunidades y esperanza; y así mostrar el amor de Dios en acción.,,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,sí,-57.6294115,-25.2806656,Somos una organización o grupo,https://www.habitat.org.py/dona/covid-19-accion-inmediata/,Reporte identificado por equipo impulsor
